text,title,href
 Python编程与数据分析应用（微课版） ,内容由浅入深,//product.dangdang.com/1743146435.html
 Python从菜鸟到高手 李宁 清华大学出版社【达额立减】 【正品保证，进入店铺更多优惠！】,适读人群 ：适合作为Python程序设计者的参考用书 1.本书配书视频是真正的视频课程，默认免费观看1个月，关注作者公众号可延长视频免费观看时长，具体详情请看公众号返回信息。2. 视频是加密视频，需要专用播放器观看，具体播放方式见公众号的返回信息。3. 其他未说明的更多信息，以作者公众号补充信息为准。JetBrains官方推荐图书！JetBrains官大中华区市场部经理赵磊作序！送2400分钟同步视频课程！500个案例，400道Python练习题，电子书，10万行源代码，6个实战项目！李宁 “私房菜谱”：Python语法基础Python编程PythoWeb开发Python科学计算与数据分析PythoWeb爬虫技术Python项目实战李宁“实战项目”：Web项目实战：基于Flask的美团网Web项目实战：基于Django的58同城爬虫项目实战：天气预报服务API爬虫项目实战：胸罩销售数据分析GUI项目实战：动态修,//product.dangdang.com/11731864779.html
 Python开发技术详解 周伟 等编著 机械工业出版社【售后无忧】 正版图书，下单前请先咨询客服，欢迎选购！,空,//product.dangdang.com/11725465824.html
 Python大数据处理与分析 ,一本适合大数据处理课程的教材,//product.dangdang.com/616487312.html
 Python树莓派编程（原书第2版） 官方正版,空,//product.dangdang.com/11744849677.html
 Python编程无师自通 专业程序员的养成 零基础自学Python3入门教程 Python基础教程 ,美国亚马逊Kindle编程类#1 Best Seller的自学图书，在计算机时代实现华丽转身。,//product.dangdang.com/1428880215.html
 Python 算法教程 ,精通Python基础算法 畅销书Python基础教程作者力作,//product.dangdang.com/1230345797.html
 Python程序设计基础与应用 第2版 官方正版,空,//product.dangdang.com/11746512167.html
 Python Web编程 ,Python Web编程,//product.dangdang.com/1617744835.html
 Python数据分析实战 *二2版 利用进行Python数据分析 深入浅出数据分析 人工智能 计算机 ,尽览数据分析全貌，用Python新工具和技术进行数据分析，轻松驾驭大数据,//product.dangdang.com/1552258515.html
 Python核心编程 第三3版 习题解答 Python习题集Python从入门到实践开发进阶pyth ,畅销书《Python核心编程（第3版）》的学习伴侣 侧重于编码思路的介绍和编码实现 提供Python环境安装指南 提供完整可复现的源码下载,//product.dangdang.com/1789128475.html
 Python数据分析与可视化 ,Python数据分析入门，从数据获取到可视化，应用Python轻松实现数据分析和数据处理,//product.dangdang.com/1839816208.html
 Python数据处理与挖掘 ,集Python快速入门、爬虫、数据挖掘、数据可视化等知识于一身的任务驱动式实用教材,//product.dangdang.com/1696510615.html
 Python网络爬虫实例教程 视频讲解版 大学教材 ,视频讲解，轻松自己动手写Python网络爬虫,//product.dangdang.com/1023638015.html
 Python+Office(轻松实现python办公自动化) 王国平|责编:王静 电子工业 【新华书店正版图书书籍】 新华正版全新 正规发票 多仓就近发货 85%城市次日送达 关注店铺可享店铺优惠！,空,//product.dangdang.com/11520640767.html
 Python编程从入门到精通 零基础学编程基础教程核心编程图书 网络编程web开发大数据网络爬虫项目 官方正版 出版社直发,《Python 编程从入门到精通》（边看、边练，轻松学通Python编程，小白到大牛的进阶之路）,//product.dangdang.com/1273031615.html
 Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件 ,Python3编程入门图书 人工智能热门编程语言 全彩四色印刷 附赠源代码文件,//product.dangdang.com/1007413215.html
 Python编程基础 ,"如何使用Python解决实际问题,答案在这里",//product.dangdang.com/1518356435.html
 Python 3程序开发指南 (美)萨默菲尔德 王弘博 孙传庆 译 人民邮电出版社【达额立减】 【正品保证，进入店铺更多优惠！】,在《Python 3程序开发指南（第2版 修订版）》中，的Python程序员Mark Summerfield展示了如何充分利用Python 3的功能与特性来编写代码。与以前的版本相比，Python 3功能更强大，使用更方便，语法更一致，表达能力更丰富。本书将编写程序、使用标准或第三方Python 3库、创建新的专用库模块所必需的所有相关知识整合到了一起。 作为一名具有多年Python使用经验的程序员，Summerfield在本书中为读者深度分析与讲解了从其他途径无法获取的Python 3使用与开发技术。Summerfield从Python的“优美核心（beautiful heart）”（即编写高健壮性、高性能程序的8个关键要素）开始讲解，并以这些关键要素为基础，介绍了有助于增强程序开发实用技能的新主题，每个主题都包含其概念和多个操作实例。 《Python 3程序开发指南（第2版 修订版）》内容包括： 使用过程型、面向对象以及函数型,//product.dangdang.com/11731828889.html
" Python地理数据处理 Chris,Garrard,加勒德,张云金,张明希 人民邮电出版社【达额立减】 【正品保证，进入店铺更多优惠！】",作者在遥感和GIS领域积累了丰富的研发和教学经验，本书的内容和代码示例将非常适合读者学习。通过详细的理论讲解，再结合丰富的代码示例，读者将能够细致地掌握使用Python进行地理任务的处理，同时参考代码示例的注释，了解每一段代码的真实含义。,//product.dangdang.com/11750770491.html
 Python渗透测试实战 Python编程指南黑客攻防书入门书籍漏洞检测数据爆破教程计算机密码学与网 ,塑造网络安全全局意识，打造原创渗透测试工具,//product.dangdang.com/1873629430.html
 Python基础实例教程 微课版 微课版Python基础 案例简单丰富 讲解鞭辟入里 ,微课版Python基础，案例简单丰富，讲解鞭辟入里,//product.dangdang.com/1227859515.html
 Python 3 基础教程（*2版）（慕课版） ,慕课版Python基础教程，一本书学会Python编程思想,//product.dangdang.com/1594988775.html
 Python Django开发实战 视频讲解版 ,基于Python的全能型开发框架，结合实战案例,//product.dangdang.com/1528742315.html
 Python程序设计与科学计算 数学建模入门 科学计算教程书籍 用Python开始数学建模之旅 ,带你轻松入门科学计算，用Python开始数学建模之旅！,//product.dangdang.com/1510887845.html
 Python趣味创意编程 青少年Python创意编程少儿编程中小学生计算机编程真好玩趣味编程入门Py ,全彩印刷，15个有趣的互动场景，点亮创意灵感。提供演示视频、程序源代码和素材，轻松上手Python编程,//product.dangdang.com/1862869570.html
 Python基础教程 附教学视频 大学教材 ,Python,//product.dangdang.com/1413865815.html
 Python程序开发 初级 python程序设计计算机应用技术培训课程入门基础教材*+X项目 ,空,//product.dangdang.com/596368458.html
 Python数据可视化 ,数据可视化技术,//product.dangdang.com/1855104168.html
 Python快乐编程 中学学科创意编程实例 中学零基础Python入门自学青少年趣味游戏编程少儿编程 ,安徽省教育科学研究院，配套微课教学视频 ，实例贴近中学生的学习和生活，“编”玩边学，寓教于乐 ，轻松学Python编程,//product.dangdang.com/1815745978.html
 从Excel到Python：用Python轻松处理Excel数据（第2版） ,空,//product.dangdang.com/29714039.html
 Python程序开发 python教程自学入门 py编程爬虫实战 py数据分析可视化 py机器学习基 ,空,//product.dangdang.com/11103579113.html
 Python核心编程 第3版 英文版 (美) 卫斯理 春(Wesley Chun) 人民邮电出版社【正版】 【正品保证，进入店铺更多优惠！】,全面涵盖当今应用开发中的众多领域为中级Python开发人员提供实践方法涵盖大量实用的代码案例每章末尾的习题有助于巩固所学知识Python是一种灵活、可靠且具有表现力的编程语言，它将编译语言的强大与脚本语言的简洁性、快速开发特性整合起来。在本书中，Python开发人员兼企业培训师Wesley Chun会帮助您将Python技能提升到更高的水平。本书涵盖了成为一名技术全面的Python开发人员所需的一切内容。本书讲解了应用开发相关的多个领域，而且书中的内容可以立即应用到项目开发中。此外，本书还包含了一些使用Python 2和Python 3编写的代码案例，以及一些代码移植技巧。有些代码片段甚至无须修改就可以运行在Python 2.x或Python 3.x上。本书讲解了如下内容：学习专业的Python风格、实践以及好的编程习惯；使用TCP、UDP、XML-RPC来开发客户端和服务器，并供高级的库（比如SocketS,//product.dangdang.com/11732066569.html
 Python大学教程：面向计算机科学和数据科学（英文版） 官方正版,空,//product.dangdang.com/11745046177.html
